#,Name,Unknown8,Icon,ActionCategory,Unknown1,AnimationStart,VFX,AnimationEnd,ActionTimelineHit,Unknown2,ClassJob,BehaviourType,ClassJobLevel,IsRoleAction,Unknown28,Range,CanTargetSelf,CanTargetParty,CanTargetAlliance,CanTargetHostile,CanTargetAlly,Unknown10,TargetArea,CanTargetOwnPet,CanTargetPartyPet,DeadTargetBehaviour,RequiresLineOfSight,NeedToFaceTarget,CastType,EffectRange,XAxisModifier,Unknown14,PrimaryCostType,PrimaryCostValue,SecondaryCostType,SecondaryCostValue,ActionCombo,PreservesCombo,Cast100ms,ExtraCastTime100ms,Recast100ms,CooldownGroup,AdditionalCooldownGroup,MaxCharges,AttackType,Aspect,ActionProcStatus,Unknown4,StatusGainSelf,UnlockLink,ClassJobCategory,AutoAttackBehaviour,Unknown15,AffectsPosition,Omen,OmenAlt,IsPvP,Unknown16,LogCastMessage,Unknown18,LogMissMessage,LogActionMessage,Unknown21,Unknown22,Unknown23,EquivalenceGroup,CanUseWhileMounted,Unknown25,IsPlayerAction,Unknown27,Unknown_70
int32,str,bit&01,Image,ActionCategory,byte,ActionCastTimeline,ActionCastVFX,ActionTimeline,ActionTimeline,byte,ClassJob,byte,byte,bit&02,bit&04,sbyte,bit&08,bit&10,bit&20,bit&40,bit&80,bit&01,bit&02,bit&04,bit&08,sbyte,bit&10,bit&20,byte,byte,byte,bit&40,byte,uint16,byte,SecondaryCostType,Action,bit&80,uint16,byte,uint16,byte,byte,byte,AttackType,byte,ActionProcStatus,byte,Status,Row,ClassJobCategory,byte,bit&01,bit&02,Omen,Omen,bit&04,bit&08,bit&10,bit&20,bit&40,bit&80,bit&01,bit&02,bit&04,byte,bit&08,bit&10,bit&20,bit&40,byte
34252,"幻影霞斩",False,405,3,0,7,24,10882,5996,0,-1,71,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,23,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,False,False,False,True,False,True,True,0,False,False,False,False,0
34253,"幻影霞斩",False,405,3,0,7,24,10883,5996,0,-1,72,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,23,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,False,False,False,True,False,True,True,0,False,False,False,False,0
34254,"剑气解放",False,405,3,0,8,24,10893,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,60,0,True,0,0,0,0,0,False,30,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34255,"钢铁箭雨",False,405,3,0,118,0,11659,5996,0,-1,0,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,10,0,True,0,0,0,0,0,False,150,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,1,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34256,"箭雨风暴",False,405,3,0,118,413,11684,5996,0,-1,0,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,20,0,True,0,0,0,0,0,False,150,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,1,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34257,"赤帝剑气",False,405,4,0,10,403,3235,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,6,0,True,0,0,0,0,0,False,50,0,0,0,0,0,5,1,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34258,"赤帝空闪刃",False,405,3,0,8,0,10876,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,60,10,True,0,0,0,0,0,False,30,0,0,0,0,0,5,1,0,1,0,0,0,0,False,False,2,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
34259,"爆炸",False,405,3,0,8,0,1378,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,60,30,True,0,0,0,0,0,False,120,0,0,0,0,0,5,1,0,1,0,0,0,0,False,False,2,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
34260,"青帝剑气",False,405,4,0,10,404,3237,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,10,40,0,True,0,0,0,0,0,False,50,0,0,0,0,0,5,6,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34261,"青帝空闪刃",False,405,3,0,8,0,10877,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,60,10,True,0,0,0,0,0,False,30,0,0,0,0,0,5,6,0,1,0,0,0,0,False,False,2,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
34262,"水流",False,405,3,0,8,0,1378,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,60,10,True,0,0,0,0,0,False,70,0,0,0,0,0,5,6,0,1,0,0,0,0,False,False,179,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
34263,"水流",False,405,3,0,8,0,10691,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,60,5,True,0,0,0,0,0,False,0,0,0,0,0,0,5,6,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
34264,"远刃击",False,405,3,0,8,24,3238,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,60,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34265,"近刃击",False,405,3,0,8,24,3238,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,60,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34266,"咒刃",False,405,3,0,8,0,4574,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,6,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34267,"怨咒的祈请",False,405,3,0,8,24,3234,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,30,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34268,"怨咒之火",False,405,2,0,8,0,8810,5996,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,2,False,False,2,3,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
34269,"怨咒之重火",False,405,2,0,8,0,10879,5996,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,2,False,False,2,3,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
34270,"暗夜斩",False,405,3,0,8,24,3239,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,60,0,True,0,0,0,0,0,False,30,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34271,"横扫",False,405,3,0,8,24,4573,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,22,0,True,0,0,0,0,0,False,0,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,107,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34272,"剑气解放",False,405,3,0,8,24,10893,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,60,0,True,0,0,0,0,0,False,50,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34273,"剑气解放",False,405,3,0,8,24,10893,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,60,0,True,0,0,0,0,0,False,100,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34274,"剑气解放",False,405,3,0,8,24,10893,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,60,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34275,"横斩中段",False,405,3,0,8,24,10894,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,40,0,True,0,0,0,0,0,False,50,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34276,"三段霞斩",False,405,3,0,10,24,10885,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,120,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34277,"三段霞斩",False,405,3,0,10,24,10886,5996,0,-1,70,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,120,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34278,"三段霞斩",False,405,3,0,10,24,10887,5996,0,-1,71,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,120,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34279,"三段霞斩",False,405,3,0,10,24,10888,5996,0,-1,72,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,120,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34280,"三段霞斩",False,405,3,0,10,24,10885,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34281,"三段霞斩",False,405,3,0,10,24,10886,5996,0,-1,70,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34282,"三段霞斩",False,405,3,0,10,24,10887,5996,0,-1,71,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34283,"三段霞斩",False,405,3,0,10,24,10888,5996,0,-1,72,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34284,"刀魂炎花",False,405,2,0,8,0,6504,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,6,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,1,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
34285,"青帝水波",False,405,2,0,8,0,10878,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,10,40,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,6,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
34286,"三段霞斩",False,405,3,0,10,24,10889,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,120,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34287,"三段霞斩",False,405,3,0,10,24,10890,5996,0,-1,70,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,120,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34288,"三段霞斩",False,405,3,0,10,24,10891,5996,0,-1,71,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,120,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34289,"三段霞斩",False,405,3,0,10,24,10892,5996,0,-1,72,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,120,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34290,"三段霞斩",False,405,3,0,10,24,10889,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34291,"三段霞斩",False,405,3,0,10,24,10890,5996,0,-1,70,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34292,"三段霞斩",False,405,3,0,10,24,10891,5996,0,-1,71,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34293,"三段霞斩",False,405,3,0,10,24,10892,5996,0,-1,72,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34294,"迅步居合斩",False,405,3,0,7,24,3230,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34295,"迅步居合斩",False,405,3,0,7,24,3231,5996,0,-1,70,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34296,"迅步居合斩",False,405,3,0,7,24,3233,5996,0,-1,72,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,60,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34297,"幻影霞斩",False,405,3,0,7,24,10880,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,23,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34298,"幻影霞斩",False,405,3,0,7,24,10881,5996,0,-1,70,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,23,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34299,"幻影霞斩",False,405,3,0,7,24,10882,5996,0,-1,71,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,23,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34300,"幻影霞斩",False,405,3,0,7,24,10883,5996,0,-1,72,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,23,0,True,0,0,0,0,0,False,10,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,15,0,False,False,True,False,False,True,False,True,True,0,False,False,False,False,0
34301,"剑气解放",False,405,3,0,8,24,10893,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,60,0,True,0,0,0,0,0,False,30,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34302,"钢铁箭雨",False,405,3,0,118,0,11659,5996,0,-1,0,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,10,0,True,0,0,0,0,0,False,150,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,1,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34303,"箭雨风暴",False,405,3,0,118,413,11684,5996,0,-1,0,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,20,0,True,0,0,0,0,0,False,150,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,1,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34304,"赤帝剑气",False,405,4,0,10,403,3235,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,6,0,True,0,0,0,0,0,False,50,0,0,0,0,0,5,1,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34305,"赤帝空闪刃",False,405,3,0,8,0,10876,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,60,10,True,0,0,0,0,0,False,30,0,0,0,0,0,5,1,0,1,0,0,0,0,False,False,2,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
34306,"爆炸",False,405,3,0,8,0,1378,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,60,30,True,0,0,0,0,0,False,120,0,0,0,0,0,5,1,0,1,0,0,0,0,False,False,2,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
34307,"青帝剑气",False,405,4,0,10,404,3237,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,10,40,0,True,0,0,0,0,0,False,50,0,0,0,0,0,5,6,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34308,"青帝空闪刃",False,405,3,0,8,0,10877,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,60,10,True,0,0,0,0,0,False,30,0,0,0,0,0,5,6,0,1,0,0,0,0,False,False,2,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
34309,"水流",False,405,3,0,8,0,1378,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,60,10,True,0,0,0,0,0,False,70,0,0,0,0,0,5,6,0,1,0,0,0,0,False,False,179,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
34310,"水流",False,405,3,0,8,0,10691,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,60,5,True,0,0,0,0,0,False,0,0,0,0,0,0,5,6,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
34311,"咒刃",False,405,3,0,8,24,4574,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,6,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34312,"怨咒之火",False,405,2,0,8,24,8810,5996,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,2,False,False,2,3,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
34313,"怨咒之重火",False,405,2,0,8,0,10879,5996,0,-1,0,0,False,False,100,False,False,False,True,False,False,False,False,False,2,False,False,2,3,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,True,0,False,False,False,False,0
34314,"暗夜斩",False,405,3,0,8,24,3239,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,60,0,True,0,0,0,0,0,False,30,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34315,"横扫",False,405,3,0,8,0,4573,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,22,0,True,0,0,0,0,0,False,0,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,107,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34316,"剑气解放",False,405,3,0,8,24,10893,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,60,0,True,0,0,0,0,0,False,50,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34317,"横斩中段",False,405,3,0,8,24,10894,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,40,0,True,0,0,0,0,0,False,50,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34318,"惊电狂怒",False,405,3,0,14,24,3214,5996,0,-1,8,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,40,10,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
34319,"惊电狂怒",False,405,3,0,14,24,3214,5996,0,-1,8,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,20,10,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
